,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Review Length,tokenized,tokenized_unlist,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,label,Reviews_pos_tags,Label_tags
9845,1078,41,"Cute, but a struggle.","Cute, but a struggle. This romper is cute. i won't deny that. however, the rayon fabric made me really feel like i was wearing pajamas. i was afraid it would wrinkle horribly. however, the real problem with this romper is how hard it is to get on and off your shoulders. i'm short, but have a little wider shoulders, so, perhaps that was the issue. it seems like another reviewer had the same problem. there are only two snaps from the waist up and nothing to open it further from the waist down, so, i had to do some cont",3,0,5,General Petite,Dresses,Dresses,522,"['cute', 'struggle', 'romper', 'cute', 'deny', 'however', 'rayon', 'fabric', 'made', 'really', 'feel', 'like', 'wearing', 'pajamas', 'afraid', 'would', 'wrinkle', 'horribly', 'however', 'real', 'problem', 'romper', 'hard', 'get', 'shoulders', 'short', 'little', 'wider', 'shoulders', 'perhaps', 'issue', 'seems', 'like', 'another', 'reviewer', 'problem', 'two', 'snaps', 'waist', 'nothing', 'open', 'waist', 'cont']",cute struggle romper cute deny however rayon fabric made really feel like wearing pajamas afraid would wrinkle horribly however real problem romper hard get shoulders short little wider shoulders perhaps issue seems like another reviewer problem two snaps waist nothing open waist cont,-0.3277,0.555,0.251,0.194,Negative,0,"[('cute', 'NN'), ('struggle', 'NN'), ('romper', 'IN'), ('cute', 'NN'), ('deny', 'NN'), ('however', 'RB'), ('rayon', 'JJ'), ('fabric', 'NN'), ('made', 'VBD'), ('really', 'RB'), ('feel', 'VB'), ('like', 'IN'), ('wearing', 'VBG'), ('pajamas', 'NN'), ('afraid', 'NN'), ('would', 'MD'), ('wrinkle', 'VB'), ('horribly', 'RB'), ('however', 'RB'), ('real', 'JJ'), ('problem', 'NN'), ('romper', 'NN'), ('hard', 'JJ'), ('get', 'NN'), ('shoulders', 'NNS'), (""'m"", 'VBP'), ('short', 'JJ'), ('little', 'JJ'), ('wider', 'NN'), ('shoulders', 'NNS'), ('perhaps', 'RB'), ('issue', 'VB'), ('seems', 'VBZ'), ('like', 'IN'), ('another', 'DT'), ('reviewer', 'NN'), ('problem', 'NN'), ('two', 'CD'), ('snaps', 'NNS'), ('waist', 'VBP'), ('nothing', 'NN'), ('open', 'JJ'), ('waist', 'NN'), ('cont', 'NN')]","['real problem romper hard get', 'problem romper hard', ""i 'm short"", 'little wider shoulders', 'nothing open']"
9849,1078,64,Difficult to get in-and-out of....,"Difficult to get in-and-out of.... I ordered this in lime, which is one of my fave colors. the garment was loose and roomy, and had the designer used elastic anywhere on the waist, i would have been in love! the shoulders were only tight due to the lack of flexibility in the bottom - no elastic at the waist and no placket below the waist to increase the ease of mobility taking the garment on and off - so if i had to use the ladies' room, i had to plan ahead. 

i took it on a trip and didn't have time to try on prior to leaving.",3,0,0,General Petite,Dresses,Dresses,535,"['difficult', 'get', 'ordered', 'lime', 'one', 'fave', 'colors', 'garment', 'loose', 'roomy', 'designer', 'used', 'elastic', 'anywhere', 'waist', 'would', 'love', 'shoulders', 'tight', 'due', 'lack', 'flexibility', 'bottom', 'elastic', 'waist', 'placket', 'waist', 'increase', 'ease', 'mobility', 'taking', 'garment', 'use', 'ladies', 'room', 'plan', 'ahead', 'took', 'trip', 'time', 'try', 'prior', 'leaving']",difficult get ordered lime one fave colors garment loose roomy designer used elastic anywhere waist would love shoulders tight due lack flexibility bottom elastic waist placket waist increase ease mobility taking garment use ladies room plan ahead took trip time try prior leaving,0.802,0.621,0.126,0.254,Positive,1,"[('difficult', 'JJ'), ('get', 'VB'), ('in-and-out', 'JJ'), ('...', ':'), ('ordered', 'VBD'), ('lime', 'JJ'), ('one', 'CD'), ('fave', 'NN'), ('colors', 'NNS'), ('garment', 'VBP'), ('loose', 'JJ'), ('roomy', 'NN'), ('designer', 'NN'), ('used', 'VBN'), ('elastic', 'JJ'), ('anywhere', 'JJ'), ('waist', 'NN'), ('would', 'MD'), ('love', 'VB'), ('shoulders', 'NNS'), ('tight', 'JJ'), ('due', 'JJ'), ('lack', 'NN'), ('flexibility', 'NN'), ('bottom', 'NN'), ('elastic', 'JJ'), ('waist', 'NN'), ('placket', 'NN'), ('waist', 'JJ'), ('increase', 'NN'), ('ease', 'NN'), ('mobility', 'NN'), ('taking', 'VBG'), ('garment', 'NN'), ('use', 'NN'), ('ladies', 'NNS'), ('room', 'NN'), ('plan', 'NN'), ('ahead', 'RB'), ('took', 'VBD'), ('trip', 'NN'), ('time', 'NN'), ('try', 'VB'), ('prior', 'JJ'), ('leaving', 'VBG')]","['difficult in-and-out', 'ordered lime', 'garment loose', 'designer used elastic', 'shoulders due', 'elastic waist placket waist increase', 'waist placket waist', 'mobility taking garment', 'time prior']"
9853,1078,32, ,"  I like the color and design. it looked super cute when i tried it on, but when i brought it home, i washed it in the washing mashine and hung it to dry and it shrank before i even got to wear it. be careful with washing it!",4,1,0,General Petite,Dresses,Dresses,225,"['like', 'color', 'design', 'looked', 'super', 'cute', 'tried', 'brought', 'home', 'washed', 'washing', 'mashine', 'hung', 'dry', 'shrank', 'even', 'got', 'wear', 'careful', 'washing']",like color design looked super cute tried brought home washed washing mashine hung dry shrank even got wear careful washing,0.875,0.593,0.0,0.407,Positive,1,"[('like', 'IN'), ('color', 'NN'), ('design', 'NN'), ('looked', 'VBD'), ('super', 'JJ'), ('cute', 'NN'), ('tried', 'VBD'), ('brought', 'JJ'), ('home', 'NN'), ('washed', 'VBD'), ('washing', 'VBG'), ('mashine', 'NN'), ('hung', 'NN'), ('dry', 'JJ'), ('shrank', 'VBD'), ('even', 'RB'), ('got', 'VBD'), ('wear', 'JJ'), ('careful', 'JJ'), ('washing', 'NN')]","['super cute', 'mashine hung dry']"
9859,1078,57,Runs big,"Runs big I love rompers and this one is really cute. i usually wear size 12 but should have got a 10, it runs big. it seems too long, and i'm 5'9"". the prints cute but a little blah. i paid $158 which is too much, since i haven't worn it yet, i should have waited for it to go on sale.",4,1,0,General,Dresses,Dresses,285,"['runs', 'big', 'love', 'rompers', 'one', 'really', 'cute', 'usually', 'wear', 'size', 'got', 'runs', 'big', 'seems', 'long', 'prints', 'cute', 'little', 'blah', 'paid', 'much', 'since', 'worn', 'yet', 'waited', 'sale']",runs big love rompers one really cute usually wear size got runs big seems long prints cute little blah paid much since worn yet waited sale,0.8583,0.598,0.094,0.307,Positive,1,"[('runs', 'NNS'), ('big', 'JJ'), ('love', 'NN'), ('rompers', 'NNS'), ('one', 'CD'), ('really', 'RB'), ('cute', 'VB'), ('usually', 'RB'), ('wear', 'JJ'), ('size', 'NN'), ('12', 'CD'), ('got', 'VBD'), ('10', 'CD'), ('runs', 'NNS'), ('big', 'JJ'), ('seems', 'VBZ'), ('long', 'JJ'), (""'m"", 'VBP'), (""5'9"", 'CD'), (""''"", ""''""), ('prints', 'NNS'), ('cute', 'JJ'), ('little', 'JJ'), ('blah', 'NN'), ('paid', 'VBD'), ('158', 'CD'), ('much', 'JJ'), ('since', 'IN'), ('worn', 'NN'), ('yet', 'RB'), ('waited', 'VBD'), ('go', 'VB'), ('sale', 'NN')]","['runs big', 'really cute', 'wear size', 'prints cute little', 'go sale']"
9860,1078,45,"Cute, comfy romper!","Cute, comfy romper! Love this romper! once on, feels comfy like pjs but looks put together. i find bending forward at the waist helps to get it off and on. tiny complaint is that the top snap shows, even when closed. that is minor. the rest is all good.",5,1,0,General,Dresses,Dresses,253,"['cute', 'comfy', 'romper', 'love', 'romper', 'feels', 'comfy', 'like', 'pjs', 'looks', 'put', 'together', 'find', 'bending', 'forward', 'waist', 'helps', 'get', 'tiny', 'complaint', 'top', 'snap', 'shows', 'even', 'closed', 'minor', 'rest', 'good']",cute comfy romper love romper feels comfy like pjs looks put together find bending forward waist helps get tiny complaint top snap shows even closed minor rest good,0.93,0.522,0.055,0.423,Positive,1,"[('cute', 'NN'), ('comfy', 'NN'), ('romper', 'NN'), ('love', 'NN'), ('romper', 'NN'), ('feels', 'NNS'), ('comfy', 'VBP'), ('like', 'IN'), ('pjs', 'NN'), ('looks', 'VBZ'), ('put', 'VBN'), ('together', 'RB'), ('find', 'VB'), ('bending', 'VBG'), ('forward', 'RB'), ('waist', 'NN'), ('helps', 'VBZ'), ('get', 'VB'), ('tiny', 'JJ'), ('complaint', 'NN'), ('top', 'NN'), ('snap', 'NN'), ('shows', 'NNS'), ('even', 'RB'), ('closed', 'VBD'), ('minor', 'JJ'), ('rest', 'NN'), ('good', 'NN')]","['cute comfy', 'tiny complaint top', 'rest good']"
9863,1078,30,Impossible to put on,"Impossible to put on The bottom part of this romper is easy to put on, but the top is very poorly designed. it needs a zipper at the side or less of a yoke along the back. you have to wrangle your limbs in somehow and i was afraid it might tear. once i got it on, it fit perfectly though. getting out of it was a disaster. i had to ask a saleswoman for help and was so afraid it might rip. overall, i was crushed that it didn't work out because the print is super cute and it is very flattering.",2,0,1,General,Dresses,Dresses,495,"['impossible', 'put', 'bottom', 'part', 'romper', 'easy', 'put', 'top', 'poorly', 'designed', 'needs', 'zipper', 'side', 'less', 'yoke', 'along', 'back', 'wrangle', 'limbs', 'somehow', 'afraid', 'might', 'tear', 'got', 'fit', 'perfectly', 'though', 'getting', 'disaster', 'ask', 'saleswoman', 'help', 'afraid', 'might', 'rip', 'overall', 'crushed', 'work', 'print', 'super', 'cute', 'flattering']",impossible put bottom part romper easy put top poorly designed needs zipper side less yoke along back wrangle limbs somehow afraid might tear got fit perfectly though getting disaster ask saleswoman help afraid might rip overall crushed work print super cute flattering,0.9371,0.514,0.111,0.375,Positive,1,"[('impossible', 'JJ'), ('put', 'NN'), ('bottom', 'IN'), ('part', 'NN'), ('romper', 'NN'), ('easy', 'JJ'), ('put', 'VBD'), ('top', 'JJ'), ('poorly', 'RB'), ('designed', 'VBN'), ('needs', 'NNS'), ('zipper', 'JJ'), ('side', 'NN'), ('less', 'JJR'), ('yoke', 'NN'), ('along', 'IN'), ('back', 'RB'), ('wrangle', 'JJ'), ('limbs', 'NN'), ('somehow', 'NN'), ('afraid', 'JJ'), ('might', 'MD'), ('tear', 'VB'), ('got', 'JJ'), ('fit', 'JJ'), ('perfectly', 'RB'), ('though', 'IN'), ('getting', 'VBG'), ('disaster', 'NN'), ('ask', 'NN'), ('saleswoman', 'NN'), ('help', 'NN'), ('afraid', 'VB'), ('might', 'MD'), ('rip', 'VB'), ('overall', 'JJ'), ('crushed', 'JJ'), ('work', 'NN'), ('print', 'NN'), ('super', 'JJ'), ('cute', 'NN'), ('flattering', 'NN')]","['impossible put', 'part romper easy', 'needs zipper', 'side less', 'somehow afraid', 'crushed work print super cute', 'work print super']"
9865,1078,26, ,"  So, this is just the most lovely romper. beautifully made, flowey. very comfortable, until you have to take it off.
this is the review i posted on facebook. 
so, no man i know has ever ever ever experienced the abject terror, or maybe has not shared with me, that moment when you cannot get out of, because it has turned into a straight jacket, that otherwise cute romper. and again, maybe a man invented it!",3,1,6,General,Dresses,Dresses,412,"['lovely', 'romper', 'beautifully', 'made', 'flowey', 'comfortable', 'take', 'review', 'posted', 'facebook', 'man', 'know', 'ever', 'ever', 'ever', 'experienced', 'abject', 'terror', 'maybe', 'shared', 'moment', 'cannot', 'get', 'turned', 'straight', 'jacket', 'otherwise', 'cute', 'romper', 'maybe', 'man', 'invented']",lovely romper beautifully made flowey comfortable take review posted facebook man know ever ever ever experienced abject terror maybe shared moment cannot get turned straight jacket otherwise cute romper maybe man invented,0.9029,0.54,0.109,0.35,Positive,1,"[('lovely', 'RB'), ('romper', 'NN'), ('beautifully', 'RB'), ('made', 'VBD'), ('flowey', 'JJ'), ('comfortable', 'JJ'), ('take', 'NN'), ('review', 'NN'), ('posted', 'VBD'), ('facebook', 'JJ'), ('man', 'NN'), ('know', 'VBP'), ('ever', 'RB'), ('ever', 'RB'), ('ever', 'RB'), ('experienced', 'VBN'), ('abject', 'JJ'), ('terror', 'NN'), ('maybe', 'RB'), ('shared', 'VBN'), ('moment', 'NN'), ('get', 'NN'), ('turned', 'VBD'), ('straight', 'JJ'), ('jacket', 'NN'), ('otherwise', 'RB'), ('cute', 'JJ'), ('romper', 'NN'), ('maybe', 'RB'), ('man', 'NN'), ('invented', 'VBD')]","['abject terror', 'straight jacket', 'cute romper']"
9866,1078,28,Whimsical romper,"Whimsical romper A fun, casual romper. i loved the pink color (not usually my thing), which looks great with darker skin. like another reviewer said, the waist is quite small so i would recommend sizing up one or two sizes (i took a size 6 in this, but am usually a 2/4) - this will make the top part a bit blousy, but i think that adds to the appeal/ look.",5,1,5,General,Dresses,Dresses,357,"['whimsical', 'romper', 'fun', 'casual', 'romper', 'loved', 'pink', 'color', 'usually', 'thing', 'looks', 'great', 'darker', 'skin', 'like', 'another', 'reviewer', 'said', 'waist', 'quite', 'small', 'would', 'recommend', 'sizing', 'one', 'two', 'sizes', 'took', 'size', 'usually', 'make', 'top', 'part', 'bit', 'blousy', 'think', 'adds', 'appeal', 'look']",whimsical romper fun casual romper loved pink color usually thing looks great darker skin like another reviewer said waist quite small would recommend sizing one two sizes took size usually make top part bit blousy think adds appeal look,0.961,0.591,0.0,0.409,Positive,1,"[('whimsical', 'JJ'), ('romper', 'NN'), ('fun', 'NN'), ('casual', 'JJ'), ('romper', 'NN'), ('loved', 'VBD'), ('pink', 'JJ'), ('color', 'NN'), ('usually', 'RB'), ('thing', 'NN'), ('looks', 'VBZ'), ('great', 'JJ'), ('darker', 'NN'), ('skin', 'NN'), ('like', 'IN'), ('another', 'DT'), ('reviewer', 'NN'), ('said', 'VBD'), ('waist', 'JJ'), ('quite', 'RB'), ('small', 'JJ'), ('would', 'MD'), ('recommend', 'VB'), ('sizing', 'VBG'), ('one', 'CD'), ('two', 'CD'), ('sizes', 'NNS'), ('took', 'VBD'), ('size', 'NN'), ('6', 'CD'), ('usually', 'RB'), ('2/4', 'CD'), ('make', 'NNS'), ('top', 'JJ'), ('part', 'NN'), ('bit', 'NN'), ('blousy', 'JJ'), ('think', 'VBP'), ('adds', 'VBZ'), ('appeal/', 'NNS'), ('look', 'NN')]","['whimsical romper', 'fun casual', 'pink color', 'great darker skin', 'quite small', 'sizes i', 'part bit blousy', 'appeal/ look']"
9868,1078,34,So dang cute,"So dang cute Love this quirky romper. i'm normally a m/l or 10/12 and took a large in this. as the other reviews stated, it's a bit of a contortion act to get into and out of this but when in it fits well, is flattering and oh so cute.",5,1,0,General,Dresses,Dresses,235,"['dang', 'cute', 'love', 'quirky', 'romper', 'normally', 'took', 'large', 'reviews', 'stated', 'bit', 'contortion', 'act', 'get', 'fits', 'well', 'flattering', 'cute']",dang cute love quirky romper normally took large reviews stated bit contortion act get fits well flattering cute,0.9274,0.471,0.0,0.529,Positive,1,"[('dang', 'NN'), ('cute', 'NN'), ('love', 'NN'), ('quirky', 'NN'), ('romper', 'NN'), (""'m"", 'VBP'), ('normally', 'RB'), ('m/l', 'JJ'), ('10/12', 'CD'), ('took', 'VBD'), ('large', 'JJ'), ('reviews', 'NNS'), ('stated', 'VBN'), ('bit', 'NN'), ('contortion', 'NN'), ('act', 'NN'), ('get', 'VB'), ('fits', 'NNS'), ('well', 'RB'), ('flattering', 'VBG'), ('oh', 'PRP'), ('cute', 'NN')]","['normally m/l', 'oh cute']"
9872,1078,28,Love!,"Love! This romper is fabulous! i bought it in lime, and the color is great and perfect for summer. i do agree with the other reviewers that it's hard to get in and out of the sleeves (hence giving it only 4 starts for quality#, but the struggle is worth it. the fabric is lightweight and silky, so it feels cool and soft; it feels like wearing pjs. it's also very flattering with the bow just at the waist; it hides a not-so-flat tummy. i'm 5'4"", between 135 and 140, and curvy #very busty specifically), a",5,1,3,General,Dresses,Dresses,506,"['love', 'romper', 'fabulous', 'bought', 'lime', 'color', 'great', 'perfect', 'summer', 'agree', 'reviewers', 'hard', 'get', 'sleeves', 'hence', 'giving', 'starts', 'quality', 'struggle', 'worth', 'fabric', 'lightweight', 'silky', 'feels', 'cool', 'soft', 'feels', 'like', 'wearing', 'pjs', 'also', 'flattering', 'bow', 'waist', 'hides', 'flat', 'tummy', 'curvy', 'busty', 'specifically']",love romper fabulous bought lime color great perfect summer agree reviewers hard get sleeves hence giving starts quality struggle worth fabric lightweight silky feels cool soft feels like wearing pjs also flattering bow waist hides flat tummy curvy busty specifically,0.9747,0.438,0.088,0.475,Positive,1,"[('love', 'VB'), ('romper', 'NN'), ('fabulous', 'JJ'), ('bought', 'VBD'), ('lime', 'JJ'), ('color', 'NN'), ('great', 'JJ'), ('perfect', 'JJ'), ('summer', 'NN'), ('agree', 'IN'), ('reviewers', 'NNS'), ('hard', 'JJ'), ('get', 'VBP'), ('sleeves', 'NNS'), ('hence', 'RB'), ('giving', 'VBG'), ('4', 'CD'), ('starts', 'NNS'), ('quality', 'NN'), ('struggle', 'VBP'), ('worth', 'JJ'), ('fabric', 'JJ'), ('lightweight', 'JJ'), ('silky', 'NN'), ('feels', 'NNS'), ('cool', 'VBP'), ('soft', 'JJ'), ('feels', 'NNS'), ('like', 'IN'), ('wearing', 'VBG'), ('pjs', 'NN'), ('also', 'RB'), ('flattering', 'VBG'), ('bow', 'JJ'), ('waist', 'NN'), ('hides', 'NNS'), ('not-so-flat', 'JJ'), ('tummy', 'JJ'), (""'m"", 'VBP'), (""5'4"", 'CD'), (""''"", ""''""), ('135', 'CD'), ('140', 'CD'), ('curvy', 'NN'), ('busty', 'NN'), ('specifically', 'RB')]","['romper fabulous', 'color great perfect', 'reviewers hard', 'fabric lightweight', 'silky feels', 'cool soft', 'bow waist', 'not-so-flat tummy', 'very busty']"
10424,1078,41,Love it,Love it Very versatile dress.  runs a bit large i am 5 foot 2 (105 lbs) and ordered the xs petite and it fit perfectly!,5,1,0,General,Dresses,Dresses,119,"['love', 'versatile', 'dress', 'runs', 'bit', 'large', 'foot', 'lbs', 'ordered', 'petite', 'fit', 'perfectly']",love versatile dress runs bit large foot lbs ordered petite fit perfectly,0.8979,0.452,0.0,0.548,Positive,1,"[('love', 'NN'), ('versatile', 'NN'), ('dress', 'NN'), ('runs', 'VBZ'), ('bit', 'RB'), ('large', 'JJ'), ('5', 'CD'), ('foot', 'NN'), ('2', 'CD'), ('105', 'CD'), ('lbs', 'NN'), ('ordered', 'VBD'), ('xs', 'NNP'), ('petite', 'JJ'), ('fit', 'NN'), ('perfectly', 'RB')]","['runs bit large', 'xs petite']"
10425,1078,42,Runs very large,"Runs very large I fell in love with this dress online, but it just doesn't look as nice in person. first of all, it's huge. i usually take a 4-6 in dresses. i ordered a size 4 in this, and it was like a sack on me. i would have needed at least two sizes smaller. however, after seeing it in person, i didn't love it enough to order a smaller size to get a better fit.",3,0,0,General,Dresses,Dresses,367,"['runs', 'large', 'fell', 'love', 'dress', 'online', 'look', 'nice', 'person', 'first', 'huge', 'usually', 'take', 'dresses', 'ordered', 'size', 'like', 'sack', 'would', 'needed', 'least', 'two', 'sizes', 'smaller', 'however', 'seeing', 'person', 'love', 'enough', 'order', 'smaller', 'size', 'get', 'better', 'fit']",runs large fell love dress online look nice person first huge usually take dresses ordered size like sack would needed least two sizes smaller however seeing person love enough order smaller size get better fit,0.9657,0.567,0.0,0.433,Positive,1,"[('runs', 'NNS'), ('large', 'JJ'), ('fell', 'VBD'), ('love', 'RB'), ('dress', 'JJ'), ('online', 'JJ'), ('look', 'NN'), ('nice', 'JJ'), ('person', 'NN'), ('first', 'RB'), ('huge', 'JJ'), ('usually', 'RB'), ('take', 'VBP'), ('4-6', 'JJ'), ('dresses', 'NNS'), ('ordered', 'VBD'), ('size', 'NN'), ('4', 'CD'), ('like', 'IN'), ('sack', 'NN'), ('would', 'MD'), ('needed', 'VBN'), ('least', 'RB'), ('two', 'CD'), ('sizes', 'NNS'), ('smaller', 'JJR'), ('however', 'RB'), ('seeing', 'VBG'), ('person', 'NN'), ('love', 'VB'), ('enough', 'JJ'), ('order', 'NN'), ('smaller', 'JJR'), ('size', 'NN'), ('get', 'VBP'), ('better', 'JJR'), ('fit', 'NN')]","['runs large', 'love dress online', 'nice person', '4-6 dresses', 'sizes smaller', 'order smaller', 'size get better']"
